"Hospital","patient_count","unique_doctor_count","medical_condition_count","total_billing_amount","average_billing_amount","average_patient_age","average_length_of_stay","first_admission_date","last_admission_date"
Hill-Espinoza,1,1,1,40506.00,40505.99,44.0,14,2019-12-24,2019-12-24
Hill-Ford,1,1,1,25480.70,25480.68,19.0,17,2023-01-21,2023-01-21
Hill-Gallagher,1,1,1,10208.00,10208.00,28.0,20,2022-12-06,2022-12-06
Hill-Gates,1,1,1,14317.50,14317.50,24.0,20,2020-03-22,2020-03-22
Hill-Gibson,1,1,1,17167.50,17167.54,22.0,4,2022-10-18,2022-10-18
Hill-Gilbert,1,1,1,31561.60,31561.60,61.0,23,2020-02-29,2020-02-29
Hill-Green,1,1,1,32896.00,32896.00,39.0,22,2023-11-12,2023-11-12
Hill-Griffin,1,1,1,44935.70,44935.67,47.0,30,2020-09-25,2020-09-25
Hill-Guzman,2,1,1,3848.68,1924.34,74.5,9,2022-04-07,2022-04-07
Hill-Hensley,1,1,1,30067.10,30067.05,41.0,14,2020-01-05,2020-01-05
Hill-Hernandez,1,1,1,32905.50,32905.48,25.0,19,2022-06-14,2022-06-14
Hill-Hill,1,1,1,35661.80,35661.78,75.0,4,2019-05-21,2019-05-21
Hill-Holden,1,1,1,48424.60,48424.58,54.0,30,2023-01-16,2023-01-16
Hill-Hunt,1,1,1,33323.50,33323.46,32.0,25,2024-02-02,2024-02-02
Hill-Johnson,5,4,3,132511.00,26502.16,57.0,10,2021-03-06,2024-05-01
Hill-Jordan,1,1,1,9153.19,9153.19,78.0,3,2019-10-07,2019-10-07
Hill-Knight,1,1,1,10400.50,10400.45,30.0,25,2021-07-07,2021-07-07
Hill-Lee,1,1,1,7229.70,7229.70,67.0,22,2021-10-10,2021-10-10
Hill-Mason,1,1,1,38355.70,38355.71,34.0,1,2019-12-07,2019-12-07
Hill-Mayo,1,1,1,15607.30,15607.29,65.0,27,2022-12-03,2022-12-03
Hill-Miller,1,1,1,33042.70,33042.69,57.0,24,2019-11-14,2019-11-14
Hill-Patton,1,1,1,21715.70,21715.72,58.0,28,2023-01-24,2023-01-24
Hill-Payne,1,1,1,40851.50,40851.46,18.0,8,2019-11-18,2019-11-18
Hill-Perez,1,1,1,11515.50,11515.50,82.0,28,2020-02-21,2020-02-21
Hill-Powers,1,1,1,44179.80,44179.82,53.0,22,2022-07-31,2022-07-31
Hill-Rivera,1,1,1,45793.90,45793.91,67.0,19,2021-08-10,2021-08-10
Hill-Robles,1,1,1,39834.30,39834.31,18.0,5,2022-11-05,2022-11-05
Hill-Rogers,1,1,1,6395.25,6395.25,63.0,9,2020-12-03,2020-12-03
Hill-Salinas,1,1,1,,,82.0,30,2019-06-06,2019-06-06
Hill-Sanchez,1,1,1,20371.10,20371.10,23.0,5,2021-07-02,2021-07-02
Hill-Schneider,1,1,1,26552.10,26552.10,33.0,2,2021-08-25,2021-08-25
Hill-Scott,1,1,1,17090.00,17089.99,65.0,21,2024-02-06,2024-02-06
Hill-Smith,1,1,1,18745.60,18745.64,46.0,10,2021-11-14,2021-11-14
Hill-Stewart,1,1,1,29528.30,29528.27,59.0,15,2023-01-16,2023-01-16
Hill-Taylor,1,1,1,21347.20,21347.21,47.0,23,2020-02-02,2020-02-02
Hill-Thomas,1,1,1,4056.75,4056.75,32.0,13,2021-07-11,2021-07-11
Hill-Trevino,1,1,1,360.40,360.40,54.0,16,2021-11-26,2021-11-26
Hill-Velez,1,1,1,13362.80,13362.76,30.0,1,2023-01-21,2023-01-21
Hill-Wall,2,1,1,49271.50,24635.74,37.5,14,2022-11-26,2022-11-26
Hill-Washington,1,1,1,34500.30,34500.26,18.0,19,2022-07-01,2022-07-01
Hill-Watts,1,1,1,43624.50,43624.51,32.0,17,2020-06-08,2020-06-08
Hill-Williams,1,1,1,15918.70,15918.66,38.0,2,2023-02-13,2023-02-13
Hill-Willis,1,1,1,49735.90,49735.90,18.0,26,2021-07-13,2021-07-13
Hill-Wilson,3,2,2,131638.00,43879.44,35.0,20,2020-02-22,2021-05-19
Hill-Wong,1,1,1,9665.98,9665.98,34.0,22,2021-07-16,2021-07-16
Hill-Wood,1,1,1,35843.40,35843.37,30.0,22,2023-06-01,2023-06-01
Hill-Woods,1,1,1,17900.90,17900.92,59.0,6,2021-12-17,2021-12-17
"Hill Allen, Mitchell and",1,1,1,33539.10,33539.11,78.0,10,2024-04-01,2024-04-01
"Hill and Decker Becker,",1,1,1,28084.10,28084.13,44.0,18,2019-08-10,2019-08-10
"Hill and Garcia, Rodriguez",2,1,1,30085.00,15042.48,44.0,6,2021-03-26,2021-03-26
"Hill and Hill Ellis,",1,1,1,21906.50,21906.52,66.0,29,2023-02-23,2023-02-23
"Hill and Larson, Atkinson",1,1,1,27125.60,27125.64,62.0,3,2022-02-11,2022-02-11
"Hill and Mcgrath, Larson",2,1,1,93611.30,46805.67,27.5,22,2020-05-19,2020-05-19
"Hill and Moore Barr,",1,1,1,38709.40,38709.35,51.0,16,2020-10-03,2020-10-03
"Hill and Perez, Chen",1,1,1,19049.90,19049.89,78.0,19,2020-01-01,2020-01-01
"Hill and Poole Goodwin,",1,1,1,32383.90,32383.95,64.0,10,2019-07-06,2019-07-06
"Hill and Reynolds, Brown",1,1,1,49193.80,49193.82,61.0,30,2022-07-09,2022-07-09
"Hill and Smith Sullivan,",1,1,1,30514.80,30514.81,39.0,8,2021-04-30,2021-04-30
Hill and Sons,2,1,1,51373.80,25686.88,29.5,29,2019-12-01,2019-12-01
"Hill and Walsh, Watkins",1,1,1,33124.80,33124.83,23.0,20,2020-11-02,2020-11-02
"Hill Andrews and Mullins,",1,1,1,11819.60,11819.60,80.0,13,2024-02-09,2024-02-09
"Hill Anthony Smith, and",1,1,1,47777.80,47777.78,70.0,9,2022-02-18,2022-02-18
"Hill Collier and Patton,",1,1,1,5536.51,5536.51,82.0,22,2022-08-20,2022-08-20
"Hill Dixon, Henry and",1,1,1,25943.30,25943.35,23.0,1,2022-07-14,2022-07-14
"Hill Gonzalez Patterson, and",1,1,1,25564.10,25564.11,83.0,4,2022-11-21,2022-11-21
Hill Group,8,7,3,209414.00,26176.78,50.6,17,2019-09-29,2024-01-14
"Hill Hernandez Scott, and",1,1,1,23098.40,23098.40,83.0,30,2021-05-13,2021-05-13
Hill Inc,15,13,5,294358.00,19623.89,53.0,19,2019-05-23,2024-01-18
"Hill Johnson, Ford and",1,1,1,50244.10,50244.07,26.0,18,2020-01-30,2020-01-30
"Hill Johnson, Fuentes and",1,1,1,30080.90,30080.91,52.0,30,2022-11-03,2022-11-03
"Hill Kelley, and Dixon",1,1,1,38185.40,38185.39,61.0,25,2021-12-30,2021-12-30
Hill LLC,5,5,3,90706.50,18141.30,42.2,21,2019-07-19,2022-10-09
Hill Ltd,4,4,4,61326.20,15331.56,49.3,12,2020-10-04,2022-12-18
"Hill Moore and Valdez,",1,1,1,2658.89,2658.89,70.0,4,2022-03-01,2022-03-01
Hill PLC,7,7,5,147045.00,21006.48,56.0,16,2019-08-24,2024-02-17
"Hill Rivera, Wilson and",1,1,1,25849.10,25849.06,60.0,26,2022-12-04,2022-12-04
Hill Sons and,4,3,3,101863.00,25465.65,60.8,14,2019-08-18,2022-07-27
"Hill Villanueva, and Fuller",2,1,1,13820.30,6910.15,79.0,17,2019-05-28,2019-05-28
"Hill Washington and Jackson,",1,1,1,39797.30,39797.27,29.0,8,2023-01-20,2023-01-20
"Hill Yates, and Taylor",1,1,1,26766.50,26766.52,56.0,21,2022-09-10,2022-09-10
"Hill, and Lopez Brown",1,1,1,6294.01,6294.01,69.0,15,2024-02-16,2024-02-16
"Hill, and Oliver Brown",1,1,1,8150.27,8150.27,27.0,4,2021-05-25,2021-05-25
"Hill, and Pope Rodriguez",1,1,1,38411.10,38411.15,19.0,18,2022-05-19,2022-05-19
"Hill, Campbell Crawford and",1,1,1,40006.40,40006.45,35.0,8,2021-02-08,2021-02-08
"Hill, Davis Rodriguez and",2,1,1,32573.50,16286.77,35.5,8,2023-02-03,2023-02-03
"Hill, Fernandez and Sullivan",1,1,1,37787.60,37787.64,73.0,27,2023-12-15,2023-12-15
"Hill, Flores and Moreno",1,1,1,14473.40,14473.43,37.0,10,2020-11-30,2020-11-30
"Hill, Fox Rosario and",1,1,1,18998.20,18998.23,44.0,20,2020-01-22,2020-01-22
"Hill, Griffin Bowers and",1,1,1,11638.40,11638.36,80.0,21,2019-05-31,2019-05-31
"Hill, Hancock and Mills",2,1,1,22619.90,11309.95,74.0,9,2024-01-15,2024-01-15
"Hill, Krueger and Miller",2,1,1,50443.60,25221.81,28.0,29,2023-02-15,2023-02-15
"Hill, Mann Stevens and",1,1,1,26060.30,26060.28,72.0,3,2021-08-27,2021-08-27
"Hill, Miller and Brown",1,1,1,2495.49,2495.49,38.0,18,2023-06-02,2023-06-02
"Hill, Miller and Castillo",1,1,1,24218.50,24218.51,81.0,2,2021-09-13,2021-09-13
"Hill, Murphy and Stewart",1,1,1,11641.60,11641.63,42.0,2,2020-04-09,2020-04-09
"Hill, Norris Montgomery and",1,1,1,24200.00,24199.97,21.0,29,2019-11-10,2019-11-10
"Hill, Rodriguez Weaver and",1,1,1,29839.80,29839.83,26.0,3,2022-06-29,2022-06-29
"Hill, Shannon Robertson and",1,1,1,4754.45,4754.45,73.0,16,2020-11-06,2020-11-06
"Hill, Zamora and White",1,1,1,43036.20,43036.25,57.0,2,2020-03-08,2020-03-08
Hines-Frazier,1,1,1,45949.20,45949.21,24.0,22,2024-03-02,2024-03-02
Hines-Mccann,1,1,1,31892.70,31892.66,68.0,12,2021-04-22,2021-04-22
Hines-Stewart,1,1,1,35941.60,35941.63,53.0,22,2021-05-13,2021-05-13
"Hines and Bell Rose,",1,1,1,26522.60,26522.59,50.0,16,2023-09-22,2023-09-22
"Hines Barajas and Mitchell,",1,1,1,3064.78,3064.78,81.0,26,2021-11-30,2021-11-30
"Hines Elliott, Petty and",1,1,1,17851.90,17851.89,59.0,8,2019-11-28,2019-11-28
"Hines Fields, and Lamb",1,1,1,10172.30,10172.31,29.0,14,2020-01-25,2020-01-25
"Hines Ho Morton, and",1,1,1,44561.90,44561.85,28.0,8,2019-07-15,2019-07-15
Hines LLC,3,3,3,80962.10,26987.37,42.0,9,2021-03-11,2024-04-29
Hines Ltd,2,2,2,30580.10,15290.06,41.5,23,2020-03-17,2024-04-20
"Hines, and Davis Evans",1,1,1,17624.10,17624.11,64.0,19,2023-10-08,2023-10-08
"Hines, Barker Martin and",1,1,1,40079.00,40078.99,84.0,17,2021-01-30,2021-01-30
"Hines, Guzman Taylor and",2,1,1,42356.30,21178.15,51.5,18,2022-12-10,2022-12-10
"Hines, Morris and Martinez",2,1,1,32423.60,16211.82,37.0,1,2022-04-12,2022-04-12
Hinton-Bridges,1,1,1,6782.90,6782.90,71.0,30,2021-07-27,2021-07-27
Hinton-Foster,1,1,1,44251.00,44250.97,71.0,6,2020-02-07,2020-02-07
Hinton-Lawrence,1,1,1,5744.82,5744.82,26.0,30,2020-04-30,2020-04-30
Hinton-Moore,1,1,1,45709.40,45709.41,68.0,18,2024-01-17,2024-01-17
"Hinton Blevins and Sutton,",2,1,1,13597.40,6798.69,57.5,20,2019-06-30,2019-06-30
"Hinton Chase and Parker,",1,1,1,1986.80,1986.80,30.0,24,2021-10-11,2021-10-11
"Hinton Graves Jordan, and",1,1,1,43679.60,43679.59,85.0,16,2021-08-09,2021-08-09
"Hinton Hudson, Lopez and",2,1,1,27112.70,13556.37,49.0,20,2019-07-29,2019-07-29
"Hinton White and Davis,",1,1,1,24013.80,24013.83,75.0,16,2023-10-16,2023-10-16
"Hinton, and Davis Flores",1,1,1,11256.10,11256.08,56.0,25,2019-10-08,2019-10-08
"Hinton, Newman Lynch and",1,1,1,47663.10,47663.06,29.0,6,2021-07-28,2021-07-28
"Hinton, Watson Hubbard and",1,1,1,49569.10,49569.10,36.0,12,2020-02-21,2020-02-21
Ho-Adams,1,1,1,18714.10,18714.08,28.0,24,2023-03-03,2023-03-03
Ho-Bradford,1,1,1,44002.70,44002.70,56.0,12,2023-05-27,2023-05-27
Ho-Copeland,2,1,1,80941.70,40470.83,73.5,13,2023-01-23,2023-01-23
Ho-Gill,1,1,1,5143.78,5143.78,46.0,6,2022-01-27,2022-01-27
Ho-Melendez,1,1,1,5468.87,5468.87,46.0,27,2021-12-22,2021-12-22
Ho-Turner,2,1,1,45173.30,22586.66,76.0,14,2019-10-28,2019-10-28
"Ho and Martinez Davis,",1,1,1,12954.60,12954.60,82.0,22,2019-06-06,2019-06-06
"Ho and Oneal, Morgan",1,1,1,37126.90,37126.89,74.0,23,2023-12-07,2023-12-07
"Ho Brown Perez, and",2,1,1,35366.40,17683.20,22.5,23,2020-03-27,2020-03-27
Ho Group,1,1,1,18191.20,18191.25,24.0,3,2023-04-18,2023-04-18
"Ho, and Crawford Fitzpatrick",1,1,1,43312.50,43312.52,49.0,3,2023-10-24,2023-10-24
"Ho, and Hill Bates",1,1,1,27420.60,27420.62,63.0,7,2022-05-25,2022-05-25
"Ho, Bennett and Stein",1,1,1,41149.10,41149.05,40.0,13,2024-03-16,2024-03-16
"Ho, Roberson Garcia and",1,1,1,25138.20,25138.17,42.0,23,2019-08-27,2019-08-27
Hobbs-Carter,1,1,1,49368.50,49368.48,85.0,23,2021-08-28,2021-08-28
Hobbs-King,2,1,1,25644.00,12822.02,32.0,7,2022-02-28,2022-02-28
Hobbs-Ruiz,1,1,1,48787.10,48787.09,27.0,10,2022-07-25,2022-07-25
Hobbs-Sullivan,1,1,1,42709.10,42709.15,36.0,29,2019-07-18,2019-07-18
Hobbs-Thompson,1,1,1,3225.88,3225.88,40.0,25,2021-05-27,2021-05-27
Hobbs-Wu,1,1,1,14976.40,14976.38,80.0,7,2022-02-04,2022-02-04
"Hobbs Becker Collins, and",1,1,1,21984.30,21984.35,53.0,19,2022-08-27,2022-08-27
Hobbs Group,1,1,1,38586.00,38586.01,20.0,1,2023-06-29,2023-06-29
Hobbs Inc,1,1,1,43000.70,43000.68,19.0,2,2021-05-07,2021-05-07
Hobbs PLC,1,1,1,10154.00,10154.00,63.0,28,2019-11-16,2019-11-16
"Hobbs Schneider, and Walter",1,1,1,44076.20,44076.20,34.0,6,2022-10-28,2022-10-28
"Hobbs Skinner Watkins, and",1,1,1,30771.10,30771.12,82.0,19,2022-03-19,2022-03-19
Hodge-Choi,1,1,1,49340.80,49340.75,25.0,12,2022-02-03,2022-02-03
Hodge-Curtis,1,1,1,22881.30,22881.26,31.0,7,2021-12-22,2021-12-22
Hodge-Harris,1,1,1,15198.90,15198.90,52.0,13,2020-09-12,2020-09-12
Hodge-Ibarra,1,1,1,8932.53,8932.53,30.0,10,2023-07-08,2023-07-08
Hodge-Jackson,2,1,1,79808.60,39904.30,78.0,9,2022-04-07,2022-04-07
Hodge-Love,1,1,1,7287.77,7287.77,51.0,30,2019-10-14,2019-10-14
Hodge-Mitchell,1,1,1,45169.40,45169.44,49.0,9,2023-09-30,2023-09-30
Hodge-Morgan,1,1,1,13362.80,13362.79,53.0,7,2020-11-15,2020-11-15
Hodge-Paul,2,1,1,46276.90,23138.45,46.5,11,2021-08-24,2021-08-24
Hodge-Thomas,1,1,1,26816.70,26816.71,40.0,6,2023-11-27,2023-11-27
Hodge-Thompson,1,1,1,46068.50,46068.47,73.0,28,2023-09-10,2023-09-10
"Hodge and Jones Johnson,",1,1,1,48807.30,48807.34,38.0,13,2022-11-09,2022-11-09
"Hodge and Underwood, Williams",1,1,1,43493.60,43493.55,30.0,26,2022-08-02,2022-08-02
Hodge Group,1,1,1,47202.60,47202.57,61.0,17,2024-03-20,2024-03-20
Hodge LLC,1,1,1,1872.23,1872.23,82.0,27,2020-07-13,2020-07-13
Hodge Ltd,1,1,1,7182.50,7182.50,80.0,6,2020-06-15,2020-06-15
Hodge PLC,2,2,2,51301.90,25650.96,48.5,20,2023-07-01,2023-08-08
"Hodge Stewart, and Williams",2,1,1,66979.00,33489.48,61.0,25,2019-09-14,2019-09-14
Hodges-Bush,2,1,1,11284.70,5642.37,47.0,8,2022-10-16,2022-10-16
Hodges-Fowler,1,1,1,24201.90,24201.92,41.0,18,2023-04-25,2023-04-25
Hodges-Hopkins,2,1,1,20545.60,10272.80,39.5,8,2021-03-09,2021-03-09
Hodges-Kelley,2,1,1,10889.30,5444.63,19.5,23,2020-07-31,2020-07-31
Hodges-Lane,1,1,1,40357.60,40357.55,85.0,22,2019-07-06,2019-07-06
Hodges-Martinez,1,1,1,32560.80,32560.76,18.0,28,2019-12-02,2019-12-02
Hodges-Parker,1,1,1,47873.40,47873.43,41.0,14,2022-10-05,2022-10-05
Hodges-Powell,1,1,1,48096.70,48096.72,63.0,5,2023-10-07,2023-10-07
Hodges-Rogers,1,1,1,41050.10,41050.13,55.0,15,2020-08-21,2020-08-21
Hodges-Ross,1,1,1,7489.44,7489.44,29.0,20,2020-07-04,2020-07-04
Hodges-Soto,2,1,1,70671.50,35335.74,23.5,15,2023-07-13,2023-07-13
Hodges-Wall,1,1,1,15053.20,15053.19,24.0,17,2020-08-26,2020-08-26
"Hodges Brown, Munoz and",1,1,1,12340.00,12339.96,73.0,23,2023-05-05,2023-05-05
Hodges Inc,1,1,1,769.73,769.73,70.0,18,2022-06-07,2022-06-07
"Hodges Leach and Palmer,",1,1,1,25829.10,25829.06,30.0,27,2022-02-24,2022-02-24
Hodges LLC,1,1,1,22004.60,22004.56,51.0,10,2020-12-08,2020-12-08
"Hodges Nguyen, Haynes and",1,1,1,11352.50,11352.47,44.0,14,2022-09-16,2022-09-16
"Hodges Olsen, and Stevens",2,1,1,53924.40,26962.18,30.5,13,2020-11-12,2020-11-12
Hodges PLC,2,2,2,31508.40,15754.18,41.0,19,2019-06-15,2022-06-20
"Hodges Smith, Green and",1,1,1,47261.50,47261.54,76.0,11,2023-11-17,2023-11-17
"Hodges, and Campbell Johnson",1,1,1,3274.92,3274.92,44.0,30,2020-04-23,2020-04-23
"Hodges, Lyons and Mclean",1,1,1,4847.14,4847.14,43.0,23,2020-08-21,2020-08-21
"Hodges, Williamson and Gibson",1,1,1,40553.90,40553.85,28.0,1,2024-04-15,2024-04-15
Hoffman-Allen,1,1,1,30869.50,30869.51,53.0,21,2022-05-07,2022-05-07
Hoffman-Delgado,1,1,1,16859.40,16859.41,33.0,19,2021-09-02,2021-09-02
Hoffman-Garcia,1,1,1,16590.00,16590.00,29.0,19,2021-11-24,2021-11-24
Hoffman-Huber,1,1,1,15928.00,15928.01,73.0,15,2021-06-02,2021-06-02
Hoffman-Jacobs,1,1,1,2325.95,2325.95,74.0,21,2021-07-22,2021-07-22
Hoffman-Jennings,1,1,1,8290.42,8290.42,25.0,3,2019-07-26,2019-07-26
Hoffman-Owen,1,1,1,2480.05,2480.05,40.0,26,2020-04-28,2020-04-28
Hoffman-Washington,1,1,1,13904.90,13904.94,61.0,21,2022-05-16,2022-05-16
Hoffman-Williams,1,1,1,47641.90,47641.90,25.0,22,2023-09-05,2023-09-05
Hoffman-Zavala,1,1,1,24501.90,24501.86,83.0,16,2020-10-29,2020-10-29
Hoffman and Sons,3,2,2,83512.50,27837.48,18.3,12,2020-05-18,2020-05-19
"Hoffman and Townsend Erickson,",1,1,1,30206.70,30206.70,46.0,5,2021-01-01,2021-01-01
"Hoffman and Woods Leblanc,",1,1,1,26643.70,26643.70,40.0,12,2021-11-29,2021-11-29
"Hoffman Blair, and Ramsey",1,1,1,49942.90,49942.95,27.0,27,2020-12-25,2020-12-25
"Hoffman Brown and Schmidt,",1,1,1,41139.00,41139.00,39.0,9,2019-09-11,2019-09-11
"Hoffman Cox Mcdonald, and",1,1,1,25787.40,25787.44,55.0,27,2022-01-20,2022-01-20
"Hoffman Farley, and Rodriguez",1,1,1,7936.39,7936.39,24.0,27,2022-02-16,2022-02-16
Hoffman Group,1,1,1,8128.15,8128.15,79.0,29,2020-03-20,2020-03-20
"Hoffman Henry, Garcia and",1,1,1,44580.30,44580.26,38.0,15,2021-01-28,2021-01-28
Hoffman Inc,1,1,1,17052.80,17052.80,26.0,23,2022-11-20,2022-11-20
"Hoffman Johnson, Johnson and",1,1,1,19846.00,19846.02,42.0,10,2023-12-24,2023-12-24
Hoffman LLC,2,2,2,51426.30,25713.15,24.5,21,2020-11-25,2024-04-27
"Hoffman Lopez, and Sullivan",1,1,1,46633.10,46633.10,30.0,21,2020-02-26,2020-02-26
Hoffman Ltd,2,2,2,59641.50,29820.74,40.5,16,2023-08-13,2023-09-25
Hoffman PLC,1,1,1,4606.61,4606.61,52.0,20,2024-03-09,2024-03-09
"Hoffman, and Adams Mayo",1,1,1,46448.90,46448.93,27.0,27,2023-05-11,2023-05-11
"Hoffman, Carter Pearson and",1,1,1,31843.00,31843.00,74.0,19,2020-08-24,2020-08-24
"Hoffman, Ortega Brown and",1,1,1,43993.50,43993.49,48.0,9,2020-12-28,2020-12-28
"Hoffman, Sanders Bradford and",1,1,1,20253.80,20253.77,22.0,21,2020-11-11,2020-11-11
Hogan-Ho,1,1,1,34260.50,34260.47,29.0,22,2023-02-03,2023-02-03
Hogan-Huber,1,1,1,19349.30,19349.35,53.0,16,2021-05-18,2021-05-18
Hogan-Mclaughlin,2,1,1,9542.86,4771.43,25.5,25,2019-09-04,2019-09-04
Hogan-Parker,1,1,1,37450.30,37450.26,34.0,3,2020-03-28,2020-03-28
Hogan-Rollins,1,1,1,11535.50,11535.51,63.0,21,2021-09-28,2021-09-28
Hogan-Sanders,1,1,1,38849.70,38849.70,47.0,17,2023-10-07,2023-10-07
Hogan-Stone,1,1,1,13253.50,13253.55,25.0,21,2023-10-21,2023-10-21
Hogan Group,1,1,1,11790.40,11790.39,61.0,18,2019-06-27,2019-06-27
Hogan Inc,2,2,2,62038.90,31019.45,45.5,25,2020-09-03,2023-10-25
"Hogan Jones, and Reyes",1,1,1,6099.70,6099.70,37.0,19,2022-09-15,2022-09-15
"Hogan Jones, Jenkins and",1,1,1,13822.70,13822.73,81.0,27,2022-03-26,2022-03-26
"Hogan Kelley and Frye,",1,1,1,113.40,113.40,72.0,17,2020-02-01,2020-02-01
Hogan LLC,1,1,1,2680.92,2680.92,84.0,7,2022-03-31,2022-03-31
Hogan Ltd,1,1,1,44188.60,44188.55,79.0,19,2022-06-03,2022-06-03
"Hogan Malone, and Gray",1,1,1,6904.11,6904.11,65.0,11,2021-08-31,2021-08-31
Hogan PLC,2,2,2,78048.60,39024.30,43.0,13,2022-01-18,2022-03-07
"Hogan, and Wheeler Ray",1,1,1,15014.00,15013.96,38.0,13,2019-11-28,2019-11-28
"Hogan, Krueger and Vaughn",1,1,1,49170.40,49170.45,65.0,4,2020-03-18,2020-03-18
"Hogan, Ross and Davis",1,1,1,34809.70,34809.69,21.0,14,2022-05-17,2022-05-17
"Hogan, Young Holmes and",1,1,1,2462.21,2462.21,33.0,1,2021-11-05,2021-11-05
Holden-Edwards,1,1,1,12841.30,12841.33,57.0,16,2023-09-14,2023-09-14
Holden-Hines,1,1,1,23442.30,23442.27,26.0,27,2023-05-12,2023-05-12
Holden-Hubbard,1,1,1,45767.60,45767.59,53.0,5,2022-08-11,2022-08-11
Holden-Jimenez,1,1,1,13568.10,13568.11,70.0,23,2020-05-06,2020-05-06
Holden-Stewart,1,1,1,37925.30,37925.32,21.0,2,2022-07-15,2022-07-15
"Holden and Wagner, Powell",1,1,1,45981.20,45981.23,49.0,15,2020-02-16,2020-02-16
"Holden Combs Jones, and",1,1,1,38617.90,38617.93,39.0,17,2022-06-17,2022-06-17
Holden Inc,1,1,1,4512.48,4512.48,58.0,17,2021-03-16,2021-03-16
Holden Ltd,1,1,1,16244.80,16244.76,79.0,24,2020-11-21,2020-11-21
"Holden Perez, and Carter",1,1,1,39984.40,39984.43,30.0,8,2019-06-21,2019-06-21
Holden PLC,2,1,1,44613.40,22306.72,75.0,25,2021-04-27,2021-04-27
Holden Sons and,1,1,1,35788.80,35788.84,24.0,8,2023-01-08,2023-01-08
"Holden, Collins and Glover",1,1,1,14160.50,14160.48,46.0,30,2020-10-29,2020-10-29
Holder-Griffin,1,1,1,47988.60,47988.55,79.0,16,2021-06-14,2021-06-14
Holder-Ward,1,1,1,17119.00,17119.02,85.0,7,2020-02-06,2020-02-06
Holder-Watson,1,1,1,11935.00,11934.99,42.0,15,2021-08-28,2021-08-28
"Holder and Flores, Francis",1,1,1,41213.20,41213.23,20.0,6,2021-10-16,2021-10-16
"Holder and Gray, Garcia",1,1,1,27749.00,27748.98,71.0,15,2020-07-25,2020-07-25
"Holder and Jackson Baker,",2,1,1,54778.40,27389.18,55.0,24,2021-10-19,2021-10-19
"Holder and Sanchez Torres,",1,1,1,30895.10,30895.08,45.0,29,2023-09-06,2023-09-06
Holder Inc,1,1,1,40637.20,40637.17,50.0,15,2021-01-19,2021-01-19
"Holder Johnson, Morales and",1,1,1,12842.80,12842.79,31.0,25,2022-11-21,2022-11-21
Holland-Adams,1,1,1,42776.50,42776.49,22.0,14,2020-02-09,2020-02-09
Holland-Allen,1,1,1,37632.60,37632.63,80.0,16,2021-06-05,2021-06-05
Holland-Black,1,1,1,6727.69,6727.69,50.0,22,2023-07-28,2023-07-28
Holland-Brown,1,1,1,49343.00,49343.02,49.0,17,2021-05-22,2021-05-22
Holland-Daniels,1,1,1,9575.80,9575.80,44.0,12,2021-02-04,2021-02-04
Holland-Dickerson,1,1,1,35999.70,35999.73,23.0,1,2022-09-13,2022-09-13
Holland-Fisher,1,1,1,3992.23,3992.23,25.0,22,2024-05-01,2024-05-01
Holland-Guzman,1,1,1,42883.40,42883.44,37.0,17,2020-05-13,2020-05-13
Holland-Jones,1,1,1,20665.90,20665.94,39.0,12,2019-09-22,2019-09-22
Holland-Marsh,1,1,1,6197.08,6197.08,68.0,3,2023-06-15,2023-06-15
Holland-Martinez,2,1,1,2926.52,1463.26,69.0,13,2023-10-10,2023-10-10
Holland-Morse,1,1,1,48570.90,48570.86,43.0,26,2020-10-22,2020-10-22
Holland-Myers,1,1,1,26573.40,26573.36,65.0,28,2021-10-25,2021-10-25
Holland-Nelson,1,1,1,39792.40,39792.42,61.0,11,2019-05-20,2019-05-20
Holland-Peters,1,1,1,19647.80,19647.79,73.0,5,2023-03-08,2023-03-08
Holland-Richardson,1,1,1,15142.00,15142.04,82.0,6,2020-11-22,2020-11-22
Holland-Roberts,1,1,1,13222.90,13222.93,43.0,1,2020-05-26,2020-05-26
Holland-Schmitt,1,1,1,26191.30,26191.29,65.0,8,2023-12-15,2023-12-15
Holland-Stevens,1,1,1,24153.20,24153.16,48.0,13,2023-12-26,2023-12-26
"Holland and Jackson Johnson,",1,1,1,30743.20,30743.22,62.0,6,2021-11-20,2021-11-20
"Holland and Solomon Stuart,",1,1,1,46667.10,46667.13,38.0,17,2022-03-25,2022-03-25
Holland and Sons,1,1,1,22732.40,22732.39,35.0,17,2020-08-22,2020-08-22
"Holland Brown, and York",2,1,1,86238.20,43119.11,27.0,4,2020-06-01,2020-06-01
Holland Inc,3,2,2,108297.00,36099.02,31.7,16,2022-03-03,2024-03-15
"Holland Kramer Williams, and",1,1,1,35437.30,35437.31,23.0,12,2020-08-30,2020-08-30
"Holland Lopez and Baker,",1,1,1,45627.10,45627.09,19.0,8,2022-12-17,2022-12-17
Holland Ltd,1,1,1,12777.60,12777.58,84.0,14,2020-09-09,2020-09-09
"Holland Miranda, Medina and",1,1,1,15706.30,15706.34,54.0,27,2021-08-06,2021-08-06
"Holland Murphy, Rodriguez and",1,1,1,26758.60,26758.57,65.0,14,2022-08-22,2022-08-22
Holland PLC,1,1,1,46445.20,46445.17,67.0,24,2021-01-17,2021-01-17
"Holland Porter Thompson, and",1,1,1,42878.00,42878.04,42.0,4,2019-07-07,2019-07-07
