"Hospital","Medical Condition","patient_count","average_patient_age","total_billing_amount","average_billing_amount","average_length_of_stay"
Monroe-Richardson,Cancer,1,67,20627.70,20627.71,19
Monroe-Stevens,Obesity,1,55,12022.00,12021.96,6
"Monroe and Duncan, Rodriguez",Cancer,1,76,26778.80,26778.82,12
"Monroe Fuller, Clay and",Diabetes,1,33,19136.30,19136.33,7
Monroe Inc,Obesity,2,58,38221.10,19110.53,8
"Monroe Jones and Baker,",Asthma,1,68,15215.80,15215.80,25
"Monroe Knapp and Myers,",Arthritis,1,24,2968.20,2968.20,11
Monroe LLC,Cancer,1,73,8536.74,8536.74,16
"Monroe Long, Collins and",Arthritis,1,67,23558.30,23558.28,6
Monroe Ltd,Cancer,1,45,42455.60,42455.57,10
"Monroe Mccoy Howard, and",Diabetes,1,60,16072.10,16072.12,12
Monroe PLC,Hypertension,1,84,32447.60,32447.56,27
Monroe Sons and,Diabetes,1,51,36017.80,36017.78,10
"Monroe, Harmon and Walter",Cancer,2,23,33325.70,16662.84,28
"Monroe, Hernandez and Martinez",Cancer,2,82,43468.60,21734.30,20
Montes-Evans,Cancer,1,50,12150.50,12150.47,4
Montes-Fitzgerald,Diabetes,1,60,21671.70,21671.70,26
Montes-Keith,Cancer,1,62,32182.40,32182.39,7
Montes-Lee,Diabetes,1,38,35966.90,35966.87,22
Montes-Myers,Hypertension,1,22,9407.27,9407.27,30
Montes-Randolph,Cancer,1,56,42144.60,42144.59,9
Montes-Terry,Arthritis,1,60,6363.91,6363.91,4
"Montes Case and Mendez,",Cancer,2,48,21204.20,10602.08,7
"Montes Graham, and Pearson",Asthma,1,75,25284.40,25284.45,28
Montes Inc,Diabetes,1,38,18247.00,18247.02,20
Montes Ltd,Arthritis,2,30,34507.90,17253.95,15
Montes Ltd,Hypertension,1,80,19008.30,19008.26,7
"Montes Mata and Young,",Diabetes,1,41,23676.20,23676.15,8
"Montes, Medina and Wilson",Asthma,2,32,73538.90,36769.47,22
"Montes, Vaughan and Bell",Hypertension,1,72,13664.80,13664.78,26
"Montes, Williams and Ferguson",Obesity,2,23,56795.40,28397.71,29
Montgomery-Alexander,Arthritis,1,38,18738.90,18738.89,12
Montgomery-Anthony,Arthritis,1,51,10710.30,10710.33,22
Montgomery-Atkinson,Obesity,1,71,29592.30,29592.33,20
Montgomery-Bell,Hypertension,1,19,31026.20,31026.23,1
Montgomery-Charles,Asthma,1,18,18639.50,18639.49,20
Montgomery-Davis,Arthritis,1,39,38003.70,38003.69,19
Montgomery-Drake,Arthritis,1,59,30029.50,30029.51,10
Montgomery-Dudley,Cancer,1,81,31694.60,31694.58,21
Montgomery-Garza,Diabetes,1,72,10513.10,10513.13,14
Montgomery-Hale,Hypertension,1,34,7429.99,7429.99,18
Montgomery-Jimenez,Diabetes,2,20,24783.90,12391.97,9
Montgomery-Johnson,Asthma,1,31,29752.90,29752.95,10
Montgomery-Jones,Diabetes,1,40,31063.60,31063.56,12
Montgomery-Kirby,Obesity,1,82,39502.80,39502.83,13
Montgomery-Martin,Asthma,1,33,37451.60,37451.57,24
Montgomery-Martin,Diabetes,1,75,26775.50,26775.50,8
Montgomery-Martinez,Arthritis,1,79,4040.14,4040.14,12
Montgomery-Smith,Asthma,1,59,40527.50,40527.50,3
Montgomery-Smith,Diabetes,1,54,38080.40,38080.43,14
Montgomery-Sparks,Diabetes,1,54,46373.90,46373.86,17
Montgomery-Spears,Asthma,1,33,38136.00,38135.99,7
Montgomery-Washington,Diabetes,1,65,26685.10,26685.08,25
"Montgomery and Baldwin, Martinez",Obesity,1,28,32254.40,32254.44,22
"Montgomery and Benitez, Benton",Cancer,1,60,34244.30,34244.33,3
"Montgomery and Howe Perez,",Asthma,2,80,82101.80,41050.89,12
"Montgomery and Morris Morgan,",Arthritis,1,28,39355.40,39355.43,23
"Montgomery and Velez Stein,",Arthritis,1,32,13154.00,13154.01,2
"Montgomery Cantu, Larson and",Cancer,1,52,9013.83,9013.83,19
Montgomery Group,Cancer,1,71,798.30,798.30,16
"Montgomery Harper Meyer, and",Arthritis,1,47,4970.64,4970.64,29
Montgomery Inc,Cancer,1,48,28550.50,28550.49,24
Montgomery Ltd,Hypertension,1,59,13662.20,13662.15,16
"Montgomery Morales, Wagner and",Diabetes,1,56,30862.70,30862.71,17
"Montgomery Rangel, Simpson and",Cancer,1,28,23398.90,23398.86,7
"Montgomery Spears, and Blackburn",Asthma,1,49,45073.90,45073.88,24
"Montgomery Washington Glover, and",Diabetes,1,48,29279.80,29279.79,19
"Montgomery, and Fisher Parks",Hypertension,1,68,37457.30,37457.30,23
"Montgomery, Brown Coleman and",Cancer,1,53,30863.40,30863.44,6
Montoya-Bruce,Obesity,2,21,34695.50,17347.74,25
Montoya-Cruz,Diabetes,1,55,18665.80,18665.85,4
Montoya-Cruz,Hypertension,2,86,54515.10,27257.53,26
Montoya-Gonzales,Obesity,1,57,37916.00,37916.01,13
Montoya-Holland,Hypertension,1,80,12363.70,12363.66,5
Montoya-Kelly,Arthritis,2,45,93249.30,46624.66,17
Montoya-Smith,Arthritis,1,47,35778.50,35778.50,8
Montoya-Thomas,Arthritis,1,36,35225.40,35225.39,25
Montoya-Turner,Diabetes,1,25,12631.10,12631.08,24
"Montoya and Dixon, Love",Obesity,1,51,6309.39,6309.39,24
"Montoya Hamilton, and Cordova",Hypertension,1,38,13937.30,13937.35,15
Montoya Inc,Cancer,2,81,30140.70,15070.35,18
Montoya Inc,Diabetes,1,75,42986.00,42985.99,18
Montoya LLC,Arthritis,1,21,42300.60,42300.61,5
"Montoya Lyons, and Cole",Cancer,1,32,16622.30,16622.27,15
"Montoya, and Lee Chen",Obesity,1,71,34642.70,34642.71,12
Moody-Carter,Obesity,2,57,28174.60,14087.31,2
Moody-Chambers,Obesity,2,66,32243.30,16121.63,14
Moody-Graham,Diabetes,1,27,6129.45,6129.45,17
Moody-Harris,Asthma,1,53,11740.20,11740.25,26
Moody-Ingram,Asthma,1,24,48363.60,48363.65,30
Moody-Johnston,Asthma,1,23,25371.20,25371.18,3
Moody-Lee,Asthma,1,42,30538.20,30538.20,19
Moody-Mcintyre,Obesity,1,60,46638.50,46638.54,11
Moody-Reyes,Obesity,2,49,64933.00,32466.48,11
Moody-Sawyer,Cancer,1,40,39114.20,39114.18,14
Moody-Simmons,Hypertension,1,62,15283.60,15283.63,4
Moody-Smith,Diabetes,1,42,12754.80,12754.75,18
Moody-Solis,Asthma,1,50,45386.70,45386.68,23
Moody-Stewart,Asthma,1,48,37991.10,37991.08,28
Moody-Taylor,Obesity,1,81,12248.80,12248.84,9
Moody-White,Arthritis,1,54,15118.80,15118.77,10
Moody-Wilson,Arthritis,1,75,48924.30,48924.34,19
"Moody and Smith Simpson,",Diabetes,1,74,10762.30,10762.28,27
Moody and Sons,Arthritis,1,63,20999.60,20999.59,17
"Moody Chavez and Jackson,",Diabetes,1,64,29417.10,29417.13,4
"Moody Fitzpatrick and Rasmussen,",Obesity,1,83,1102.35,1102.35,3
Moody Inc,Cancer,2,55,5780.56,2890.28,1
Moody LLC,Hypertension,1,67,47508.40,47508.42,5
Moody Ltd,Hypertension,1,60,22366.70,22366.66,16
Moody PLC,Obesity,2,72,100138.00,50068.82,30
"Moody Richards Randall, and",Diabetes,1,60,26819.30,26819.26,6
Moody Sons and,Diabetes,1,23,35465.00,35465.00,26
Moody Sons and,Obesity,1,73,44194.80,44194.80,12
"Moody, and Holland Kennedy",Hypertension,1,37,47136.20,47136.17,1
"Moody, and Moore Weber",Arthritis,1,59,36830.70,36830.68,6
"Moody, and Rice Scott",Obesity,1,24,46787.10,46787.08,29
"Moody, and Richardson Miller",Asthma,1,65,21720.70,21720.67,1
"Moody, Johnson and Collins",Hypertension,1,51,6268.77,6268.77,27
"Moody, Shaw Powell and",Diabetes,1,39,39856.10,39856.11,24
Moon-Chang,Obesity,1,66,6276.82,6276.82,26
Moon-Davis,Diabetes,1,85,27056.40,27056.45,11
Moon-Gallagher,Obesity,1,69,3374.96,3374.96,3
Moon-Jensen,Cancer,1,52,21620.30,21620.34,28
Moon-Johnson,Arthritis,1,40,45796.10,45796.06,24
Moon-Peterson,Arthritis,1,49,26858.80,26858.77,3
Moon-Sexton,Diabetes,1,31,18537.90,18537.91,21
Moon-Trujillo,Cancer,1,49,43615.80,43615.81,4
Moon-Yates,Cancer,1,32,35944.20,35944.21,27
"Moon and Gutierrez, Welch",Asthma,1,78,45166.60,45166.55,28
"Moon and Sexton, Perry",Arthritis,1,85,19165.50,19165.54,9
"Moon and Williams Watts,",Hypertension,2,54,30870.50,15435.27,14
Moon Inc,Diabetes,2,51,10595.30,5297.67,10
Moon LLC,Cancer,1,34,36842.40,36842.40,4
Moon LLC,Diabetes,1,79,3958.41,3958.41,2
Moon Ltd,Cancer,1,47,11052.10,11052.13,18
"Moon, Graham Caldwell and",Asthma,1,51,11675.20,11675.17,21
Mooney-Clark,Asthma,1,38,3334.48,3334.48,14
Mooney-Fuller,Obesity,1,20,23104.00,23103.98,14
Mooney-Jimenez,Diabetes,2,79,49766.90,24883.44,24
Mooney-Newman,Cancer,2,76,7964.44,3982.22,4
Mooney-Scott,Obesity,1,19,24583.70,24583.65,18
Mooney and Sons,Obesity,1,38,19977.80,19977.79,18
"Mooney Hodges, Nichols and",Hypertension,1,53,42041.10,42041.12,1
"Mooney Jackson and Phillips,",Hypertension,1,70,26636.60,26636.63,18
"Mooney Sanchez Rodriguez, and",Asthma,1,25,27476.70,27476.72,7
"Mooney Sanders, Stanley and",Diabetes,2,73,18211.20,9105.60,3
"Mooney, Nolan Porter and",Obesity,1,46,11767.40,11767.39,24
"Mooney, Watson Huff and",Cancer,1,33,41105.50,41105.53,29
Moore-Acosta,Hypertension,1,36,42423.60,42423.60,26
Moore-Allen,Hypertension,1,72,14424.50,14424.55,16
Moore-Anthony,Cancer,1,81,40127.00,40127.01,5
Moore-Arias,Hypertension,1,41,1538.39,1538.39,3
Moore-Bailey,Arthritis,1,74,6183.11,6183.11,29
Moore-Barnes,Cancer,1,47,48460.90,48460.91,3
Moore-Bowen,Diabetes,1,57,18139.20,18139.25,17
Moore-Brady,Asthma,1,64,4137.61,4137.61,22
Moore-Brewer,Asthma,1,50,29330.10,29330.12,20
Moore-Brown,Asthma,1,27,17523.60,17523.59,18
Moore-Buck,Obesity,1,26,19532.70,19532.69,12
Moore-Butler,Asthma,1,55,44396.70,44396.73,22
Moore-Calderon,Diabetes,1,20,12855.90,12855.90,27
Moore-Casey,Hypertension,1,82,15998.30,15998.30,12
Moore-Castillo,Diabetes,1,34,43625.40,43625.39,18
Moore-Castro,Cancer,1,24,1124.28,1124.28,30
Moore-Choi,Arthritis,2,36,86971.50,43485.74,13
Moore-Cook,Obesity,1,68,40112.60,40112.58,27
Moore-Cox,Asthma,1,54,6458.89,6458.89,3
Moore-Cox,Obesity,1,49,2182.75,2182.75,16
Moore-Crawford,Obesity,1,62,28549.30,28549.34,27
Moore-Davis,Asthma,1,45,3003.42,3003.42,6
Moore-Dean,Asthma,1,73,31227.70,31227.66,17
Moore-Donaldson,Hypertension,1,73,2363.23,2363.23,3
Moore-Durham,Diabetes,1,45,35179.00,35178.96,1
Moore-Edwards,Diabetes,1,50,30110.40,30110.37,17
Moore-Ellis,Asthma,1,69,21883.50,21883.54,19
Moore-Erickson,Asthma,1,75,44970.10,44970.10,19
Moore-Esparza,Asthma,1,45,6150.97,6150.97,15
Moore-Evans,Hypertension,1,64,36307.00,36306.97,2
Moore-Farmer,Asthma,2,69,53852.40,26926.22,9
Moore-Fields,Asthma,1,31,12506.50,12506.45,24
Moore-Fisher,Diabetes,1,83,32081.70,32081.68,19
Moore-Fleming,Diabetes,2,69,86902.50,43451.27,5
Moore-Flowers,Cancer,1,36,28500.40,28500.36,5
Moore-Foley,Arthritis,1,81,23786.60,23786.64,24
Moore-Francis,Hypertension,1,43,21269.40,21269.37,9
Moore-Franco,Hypertension,1,74,11304.00,11304.00,8
Moore-Freeman,Diabetes,1,26,30631.10,30631.13,18
Moore-Gamble,Obesity,1,45,39653.60,39653.55,23
Moore-Goodwin,Cancer,1,55,18328.50,18328.53,24
Moore-Graham,Hypertension,1,61,13364.30,13364.30,18
Moore-Gray,Arthritis,2,87,34344.20,17172.12,26
Moore-Hale,Obesity,1,34,20059.40,20059.45,21
Moore-Hall,Obesity,1,22,3128.60,3128.60,8
Moore-Harrell,Arthritis,1,68,41168.20,41168.23,9
Moore-Harris,Cancer,1,52,19089.40,19089.36,8
Moore-Harris,Diabetes,1,38,14566.30,14566.29,19
Moore-Hughes,Hypertension,2,41,56907.30,28453.65,30
Moore-Jackson,Diabetes,1,58,6285.03,6285.03,11
Moore-Jimenez,Asthma,2,37,81419.30,40709.66,10
Moore-Johnson,Arthritis,1,62,39997.40,39997.42,12
Moore-Johnson,Diabetes,2,36,56131.70,28065.87,17
Moore-Keller,Cancer,1,49,26708.80,26708.81,21
Moore-Kelly,Asthma,1,64,42208.00,42207.97,28
Moore-King,Asthma,1,49,12901.10,12901.14,17
Moore-Lane,Arthritis,1,39,30395.00,30395.02,2
Moore-Lee,Obesity,1,32,29392.80,29392.76,5
Moore-Lewis,Hypertension,1,83,17248.20,17248.23,8
Moore-Long,Obesity,1,71,3385.61,3385.61,13
Moore-Lopez,Obesity,1,54,23521.70,23521.73,28
Moore-Lyons,Cancer,1,49,42526.40,42526.38,1
Moore-Maldonado,Arthritis,1,27,1394.42,1394.42,20
Moore-Martin,Arthritis,1,20,25156.40,25156.45,8
Moore-Martinez,Arthritis,1,56,4938.10,4938.10,7
Moore-Mcconnell,Diabetes,1,33,30377.20,30377.23,11
Moore-Mcdaniel,Hypertension,2,41,3967.14,1983.57,29
Moore-Mckinney,Obesity,1,62,33342.10,33342.09,10
Moore-Mitchell,Asthma,1,47,11027.30,11027.26,28
Moore-Montgomery,Arthritis,1,60,39730.80,39730.83,11
Moore-Moore,Obesity,1,56,6037.93,6037.93,22
Moore-Morales,Diabetes,1,57,41384.10,41384.11,15
Moore-Morris,Arthritis,1,29,48592.30,48592.33,20
Moore-Murphy,Asthma,1,39,47897.40,47897.40,30
Moore-Murphy,Diabetes,1,61,27347.20,27347.20,11
Moore-Myers,Diabetes,1,78,37669.70,37669.69,21
Moore-Orr,Obesity,1,80,27479.90,27479.89,14
Moore-Patton,Arthritis,1,37,36392.60,36392.61,14
Moore-Peters,Hypertension,1,67,34017.50,34017.50,30
Moore-Pierce,Cancer,1,32,33653.60,33653.65,3
Moore-Pineda,Obesity,1,73,30752.20,30752.21,10
Moore-Ramos,Hypertension,1,28,21984.70,21984.72,14
Moore-Reeves,Asthma,1,85,33976.10,33976.12,2
Moore-Richards,Hypertension,2,61,21728.40,10864.18,10
Moore-Robbins,Diabetes,1,18,35570.10,35570.08,12
Moore-Rocha,Arthritis,1,21,2072.32,2072.32,29
Moore-Rodriguez,Arthritis,2,25,20834.40,10417.22,13
Moore-Rose,Obesity,1,47,31627.80,31627.82,25
Moore-Sanchez,Diabetes,1,49,36306.80,36306.77,21
Moore-Sanders,Obesity,2,59,57908.50,28954.26,17
Moore-Scott,Arthritis,1,85,12622.90,12622.90,15
Moore-Shepard,Diabetes,2,55,30980.80,15490.42,30
Moore-Smith,Obesity,2,52,35535.40,17767.71,19
Moore-Stevenson,Asthma,1,63,48375.10,48375.09,10
Moore-Sullivan,Asthma,1,54,43299.10,43299.08,23
Moore-Taylor,Hypertension,1,75,20198.70,20198.74,11
Moore-Thompson,Hypertension,1,37,33239.80,33239.77,7
Moore-Torres,Asthma,1,46,29032.10,29032.14,5
Moore-Vasquez,Obesity,1,73,45342.00,45342.00,10
Moore-Velazquez,Asthma,1,33,18721.20,18721.18,28
Moore-Walker,Hypertension,1,62,43365.70,43365.70,29
Moore-Walker,Obesity,1,40,22741.70,22741.66,17
Moore-Wang,Asthma,1,47,25387.90,25387.94,7
Moore-Waters,Hypertension,1,83,14371.50,14371.54,15
Moore-Weiss,Obesity,1,29,42205.80,42205.80,8
Moore-Wilkinson,Obesity,1,79,33295.80,33295.75,1
Moore-Williams,Cancer,1,71,19150.70,19150.65,10
Moore-Willis,Asthma,1,77,49538.10,49538.15,5
Moore-Wood,Obesity,1,85,30923.40,30923.45,26
Moore-Woods,Obesity,1,22,7732.67,7732.67,14
"Moore and Atkins Benson,",Diabetes,2,59,49924.70,24962.37,5
"Moore and Beasley, Murray",Cancer,1,65,28441.40,28441.44,6
"Moore and Frank Wolfe,",Hypertension,1,79,36621.90,36621.90,30
"Moore and Lang, Martinez",Hypertension,1,34,40648.90,40648.85,22
"Moore and Lara Jones,",Asthma,1,76,11503.30,11503.30,4
"Moore and Lopez, Alvarado",Diabetes,1,55,6440.03,6440.03,18
"Moore and Martinez Walker,",Diabetes,2,56,55756.60,27878.30,9
"Moore and Martinez Watkins,",Obesity,1,37,16024.20,16024.17,26
"Moore and Quinn Cooper,",Cancer,1,34,32143.80,32143.78,18
"Moore and Rhodes Lang,",Diabetes,1,43,39547.40,39547.38,19
"Moore and Scott Cox,",Asthma,1,44,13461.90,13461.89,5
"Moore and Smith Johnson,",Cancer,1,61,13424.20,13424.22,2
Moore and Sons,Arthritis,1,81,11031.20,11031.17,27
Moore and Sons,Cancer,1,80,33815.80,33815.77,20
Moore and Sons,Hypertension,1,76,42670.30,42670.33,11
"Moore and Vega Mcmillan,",Cancer,1,85,37963.00,37962.96,2
"Moore and Williams Thomas,",Hypertension,1,39,10242.60,10242.57,4
"Moore and Williams, Lara",Obesity,1,63,30569.80,30569.85,25
"Moore Anderson, Harrington and",Obesity,1,57,30718.00,30717.98,27
"Moore Brown, and Stark",Diabetes,1,58,13633.20,13633.16,28
"Moore Burke, and Smith",Arthritis,1,43,33577.10,33577.08,6
"Moore Butler, Gordon and",Cancer,1,63,37696.90,37696.95,3
"Moore Carney Hernandez, and",Cancer,2,66,41402.50,20701.27,1
"Moore Cisneros Clark, and",Hypertension,1,54,15042.60,15042.61,13
"Moore Cooper, Wilson and",Arthritis,1,29,2436.52,2436.52,18
"Moore Crane and Jordan,",Diabetes,1,49,23197.80,23197.78,21
"Moore Fuller, Terry and",Obesity,1,34,13372.60,13372.64,23
"Moore Green, Holland and",Arthritis,1,41,30669.30,30669.30,17
Moore Group,Arthritis,4,44,69697.00,17424.24,14
Moore Group,Cancer,2,43,18025.90,9012.97,16
Moore Group,Diabetes,3,50,61343.60,20447.86,10
"Moore Hansen, and May",Asthma,1,22,11882.30,11882.29,14
Moore Inc,Arthritis,1,47,34320.60,34320.61,6
Moore Inc,Asthma,1,34,33652.40,33652.37,17
Moore Inc,Cancer,1,34,37357.20,37357.23,9
Moore Inc,Diabetes,2,57,44133.50,22066.76,22
Moore Inc,Hypertension,7,53,164836.00,23548.02,13
Moore Inc,Obesity,1,60,48002.00,48002.04,22
"Moore Johnson and Davis,",Asthma,1,18,41452.80,41452.83,24
Moore LLC,Arthritis,4,41,126393.00,31598.19,25
Moore LLC,Asthma,3,55,64211.40,21403.80,19
Moore LLC,Cancer,3,32,67417.50,22472.51,9
Moore LLC,Diabetes,1,52,21317.40,21317.42,15
Moore LLC,Hypertension,5,34,106472.00,21294.35,14
Moore LLC,Obesity,2,57,45672.90,22836.45,25
Moore Ltd,Arthritis,1,63,48320.80,48320.83,6
Moore Ltd,Cancer,2,36,45375.70,22687.86,20
Moore Ltd,Diabetes,1,46,29759.40,29759.40,4
Moore Ltd,Hypertension,4,58,138849.00,34712.27,9
"Moore Mclaughlin Humphrey, and",Asthma,1,28,16932.40,16932.36,21
"Moore Morris Martinez, and",Diabetes,1,22,20874.00,20874.04,5
"Moore Oneal, Miller and",Diabetes,1,23,7445.27,7445.27,19
"Moore Park and Brown,",Obesity,1,65,29567.70,29567.68,10
"Moore Perez and Burnett,",Diabetes,1,77,9892.10,9892.10,18
Moore PLC,Arthritis,3,61,59768.50,29884.26,15
Moore PLC,Asthma,2,54,47409.80,23704.88,13
Moore PLC,Cancer,3,40,66242.50,22080.82,13
Moore PLC,Diabetes,2,64,56644.00,28322.02,26
Moore PLC,Obesity,1,63,38866.30,38866.34,12
"Moore Reid, and Freeman",Diabetes,1,72,46845.00,46845.01,30
"Moore Richards, and Smith",Hypertension,1,68,14923.30,14923.31,9
"Moore Shields, Flores and",Asthma,1,33,7261.58,7261.58,25
Moore Sons and,Arthritis,1,79,24112.70,24112.65,30
Moore Sons and,Asthma,3,43,52352.00,17450.66,8
Moore Sons and,Hypertension,2,33,13008.00,6503.99,13
"Moore Strickland, and Williams",Hypertension,1,82,35454.90,35454.93,24
"Moore Terry Huynh, and",Asthma,1,65,13447.50,13447.51,18
"Moore Watson Day, and",Hypertension,1,74,18145.20,18145.24,11
"Moore Young, Campbell and",Obesity,1,66,48493.60,48493.57,1
"Moore, and Austin Dennis",Cancer,1,69,5713.49,5713.49,16
"Moore, and Beasley Daniel",Hypertension,1,53,39966.80,39966.75,16
"Moore, and Fuller Bailey",Arthritis,1,80,24058.30,24058.28,25
"Moore, and Lewis Ortiz",Diabetes,2,44,78067.50,39033.73,8
"Moore, and Mahoney Martin",Obesity,1,77,36562.00,36561.98,4
"Moore, and Moss Mcmillan",Arthritis,2,35,44964.40,22482.21,30
"Moore, and Richardson Hanson",Cancer,1,65,19192.20,19192.16,28
"Moore, and Robinson Vang",Cancer,1,68,45213.10,45213.14,28
"Moore, and Sampson Willis",Asthma,1,66,17736.70,17736.70,27
"Moore, Baker Thomas and",Obesity,1,21,37088.90,37088.90,7
"Moore, Carr Kramer and",Hypertension,1,83,10255.50,10255.51,15
"Moore, Edwards and Carpenter",Cancer,2,37,28680.70,14340.36,9
"Moore, Freeman and Myers",Arthritis,1,49,16720.80,16720.82,17
"Moore, Gallegos and Smith",Cancer,1,76,14023.10,14023.10,13
"Moore, Jenkins and Bolton",Diabetes,1,28,32713.30,32713.34,6
"Moore, Johnson Robinson and",Arthritis,1,56,47501.10,47501.09,5
"Moore, Logan and Anderson",Diabetes,2,24,49230.30,24615.16,3
"Moore, Mendez Carter and",Asthma,1,85,38267.90,38267.90,23
"Moore, Miller and Rodriguez",Arthritis,1,69,45664.00,45664.03,8
"Moore, Munoz and Dunlap",Cancer,2,59,99403.70,49701.86,2
"Moore, Osborne Davis and",Asthma,1,39,19181.10,19181.06,14
"Moore, Patrick and Cardenas",Arthritis,1,37,48560.80,48560.75,12
"Moore, Phillips and Glenn",Asthma,1,70,33674.10,33674.07,24
"Moore, Preston Ortiz and",Arthritis,2,35,18652.00,9325.99,18
"Moore, Rivers and Green",Obesity,1,67,37202.80,37202.75,14
"Moore, Smith Duncan and",Diabetes,1,81,12528.40,12528.38,6
"Moore, Walker Dominguez and",Arthritis,1,46,17078.70,17078.70,16
"Moore, White and Gomez",Obesity,2,35,88609.00,44304.49,24
"Moore, White and West",Hypertension,1,65,14528.30,14528.30,13
Mora-Harris,Obesity,1,45,16188.50,16188.55,21
Mora-Hurley,Cancer,1,39,1809.75,1809.75,30
Mora-Merritt,Cancer,1,23,21205.20,21205.22,21
Mora-Rose,Diabetes,2,36,47516.70,23758.34,24
Mora-Shaw,Cancer,1,60,46303.10,46303.07,5
"Mora Duke, and Rivera",Diabetes,1,52,12771.30,12771.28,15
"Mora Harding and Austin,",Asthma,1,39,3480.51,3480.51,8
Mora Inc,Cancer,1,38,25425.80,25425.76,25
"Mora Lawson and Haynes,",Obesity,2,85,98278.20,49139.08,4
Mora PLC,Hypertension,1,59,38076.60,38076.60,21
"Mora Thomas, Santos and",Arthritis,1,68,9893.11,9893.11,11
"Mora, and Hatfield Koch",Asthma,1,27,48018.40,48018.43,9
"Mora, Cox Hall and",Asthma,1,72,49943.10,49943.13,24
Morales-Adams,Cancer,1,47,31940.70,31940.73,3
Morales-Anderson,Hypertension,2,87,46249.30,23124.63,4
Morales-Ballard,Hypertension,1,54,36133.40,36133.37,14
Morales-Barrett,Arthritis,1,59,44673.10,44673.06,19
Morales-Bradley,Asthma,1,65,48883.90,48883.91,14
Morales-Briggs,Cancer,1,54,35752.30,35752.29,1
Morales-Brown,Diabetes,2,60,35858.00,17929.02,21
Morales-Brown,Hypertension,1,69,22703.00,22703.02,28
Morales-Chambers,Cancer,2,70,48677.80,24338.90,7
Morales-Chandler,Hypertension,1,54,5908.41,5908.41,23
Morales-Collier,Hypertension,2,61,6327.84,3163.92,10
Morales-Daugherty,Obesity,1,43,45416.50,45416.54,20
Morales-Erickson,Hypertension,1,18,34002.20,34002.18,27
Morales-Fitzgerald,Obesity,1,70,12652.90,12652.87,16
Morales-Flynn,Asthma,1,57,38713.50,38713.49,6
Morales-Gonzalez,Cancer,1,28,26467.10,26467.10,29
Morales-Gonzalez,Hypertension,2,56,18756.10,9378.04,25
Morales-Harrell,Hypertension,1,40,42863.20,42863.21,3
Morales-Hendricks,Obesity,1,33,46644.30,46644.32,2
Morales-Hernandez,Arthritis,1,68,19829.10,19829.12,2
Morales-Ho,Cancer,1,74,43810.10,43810.05,18
Morales-Lee,Obesity,1,36,1574.71,1574.71,30
Morales-Martin,Hypertension,1,73,17348.80,17348.85,25
Morales-Martinez,Cancer,1,53,44982.80,44982.79,10
Morales-Mendez,Arthritis,1,31,22566.90,22566.95,19
Morales-Meyers,Hypertension,1,25,46040.80,46040.78,27
Morales-Morrow,Asthma,1,64,46017.20,46017.25,2
Morales-Pacheco,Obesity,1,43,,,17
Morales-Patel,Hypertension,1,31,6500.89,6500.89,9
Morales-Perez,Arthritis,1,24,21342.00,21342.01,21
Morales-Perez,Obesity,1,45,36441.50,36441.53,15
Morales-Reynolds,Diabetes,1,82,27816.20,27816.17,16
Morales-Roach,Asthma,1,75,11050.60,11050.62,27
Morales-Roberts,Cancer,1,85,8787.41,8787.41,1
Morales-Rodriguez,Asthma,1,70,38967.50,38967.48,2
Morales-Smith,Hypertension,2,77,52831.80,26415.91,1
Morales-Strickland,Asthma,1,49,28877.30,28877.29,28
Morales-Taylor,Obesity,1,56,41002.50,41002.51,16
Morales-Todd,Diabetes,1,61,35133.20,35133.23,28
Morales-Weeks,Diabetes,1,55,32250.40,32250.44,14
Morales-Williams,Arthritis,1,54,25475.30,25475.31,6
Morales-Williams,Asthma,1,80,10542.70,10542.71,23
Morales-Wright,Arthritis,1,38,22020.80,22020.84,14
"Morales and Kirby, Hill",Cancer,1,50,3630.57,3630.57,17
"Morales and Mathis Davis,",Diabetes,1,24,14372.70,14372.68,21
"Morales and Perez Wilson,",Cancer,2,61,6576.42,3288.21,5
"Morales and Reid, Mcmillan",Obesity,1,37,31347.80,31347.85,17
